File /home/krishna/.selected_editor is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/css-language-features/schemas/package.schema.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/css-language-features/icons/css.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/css-language-features/README.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/php-language-features/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/php-language-features/package.nls.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/php-language-features/dist/phpMain.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/php-language-features/icons/logo.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/php-language-features/README.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/preview-styles/index.css is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/syntaxes/md-math-fence.tmLanguage.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/syntaxes/md-math.tmLanguage.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/syntaxes/md-math-inline.tmLanguage.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/syntaxes/md-math-block.tmLanguage.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/package.nls.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/dist/extension.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/katex.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/katex.min.css is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Math-BoldItalic.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Size1-Regular.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_AMS-Regular.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Script-Regular.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Main-Italic.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Math-Italic.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_SansSerif-Regular.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Main-BoldItalic.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Main-Regular.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Caligraphic-Regular.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Fraktur-Bold.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Fraktur-Regular.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Size4-Regular.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_SansSerif-Italic.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Main-Bold.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Caligraphic-Bold.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Size2-Regular.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Size3-Regular.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_SansSerif-Bold.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/notebook-out/fonts/KaTeX_Typewriter-Regular.woff2 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/README.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/markdown-math/icon.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/merge-conflict/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/merge-conflict/media/icon.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/merge-conflict/package.nls.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/merge-conflict/dist/mergeConflictMain.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/merge-conflict/README.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/emojis.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/dark/status-copied.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/dark/status-modified.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/dark/status-deleted.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/dark/status-untracked.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/dark/status-added.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/dark/status-ignored.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/dark/status-type-changed.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/dark/status-conflict.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/dark/status-renamed.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/git.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/light/status-copied.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/light/status-modified.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/light/status-deleted.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/light/status-untracked.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/light/status-added.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/light/status-ignored.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/light/status-type-changed.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/light/status-conflict.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/resources/icons/light/status-renamed.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/package.nls.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/dist/git-editor.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/dist/main.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/dist/askpass-main.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/dist/ssh-askpass.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/dist/ssh-askpass-empty.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/dist/askpass-empty.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/dist/main.js.LICENSE.txt is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/dist/askpass.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/dist/git-editor-main.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/dist/git-editor-empty.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/git/README.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/package.nls.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/dist/extension.js.LICENSE.txt is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/dist/extension.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/testWorkspace/x.txt is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/testWorkspace/.github/PULL_REQUEST_TEMPLATE.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/testWorkspace/.github/PULL_REQUEST_TEMPLATE/a.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/testWorkspace/.github/PULL_REQUEST_TEMPLATE/x.txt is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/testWorkspace/.github/PULL_REQUEST_TEMPLATE/b.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/testWorkspace/some-markdown.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/testWorkspace/PULL_REQUEST_TEMPLATE.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/testWorkspace/docs/PULL_REQUEST_TEMPLATE.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/testWorkspace/docs/PULL_REQUEST_TEMPLATE/a.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/testWorkspace/docs/PULL_REQUEST_TEMPLATE/x.txt is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/testWorkspace/docs/PULL_REQUEST_TEMPLATE/b.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/testWorkspace/PULL_REQUEST_TEMPLATE/a.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/testWorkspace/PULL_REQUEST_TEMPLATE/x.txt is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/testWorkspace/PULL_REQUEST_TEMPLATE/b.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/images/icon.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/markdown.css is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/github/README.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/npm/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/npm/package.nls.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/npm/dist/npmMain.js.LICENSE.txt is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/npm/dist/npmMain.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/npm/images/code.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/npm/images/npm_icon.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/npm/README.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/readme.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/dark/stop-profiling.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/dark/worker.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/dark/disconnect.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/dark/node.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/dark/service-worker.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/dark/pause.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/dark/configure.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/dark/page.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/dark/stop.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/dark/open-file.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/dark/connect.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/dark/restart.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/dark/resume.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/light/worker.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/light/disconnect.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/light/node.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/light/service-worker.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/light/pause.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/light/configure.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/light/page.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/light/stop.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/light/open-file.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/light/connect.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/light/restart.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/light/resume.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/logo.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/logo.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/readme/logo-with-text.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/readme/instrumentation-breakpoints2.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/readme/instrumentation-breakpoints.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/readme/top-level-await.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/readme/returnvalue.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/readme/conditional-exception-breakpoints.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/readme/pretty-print.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/readme/network-view.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/readme/webview2.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/readme/auto-attach.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/readme/flame-chart.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/readme/web-worker.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/readme/wasm-dwarf.png is unchanged, skipping backup.
